등록외국인 국적별·지역별 현황(2021. 3. 31. 현재)                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,필리핀,캄보디아,네팔,인도네시아,타이,미국,몽골,미얀마,일본,스리랑카,타이완,카자흐스탄,방글라데시,러시아(연방),파키스탄,인도,영국,캐나다,키르기즈,프랑스,말레이시아,우크라이나,이집트,나이지리아,남아프리카공화국,티모르민주공화국,독일,홍콩,오스트레일리아,시리아,한국계러시아인,터키,모로코,가나,이란,예멘공화국,라오스,에티오피아,카메룬,이탈리아,브라질,사우디아라비아,뉴질랜드,스페인,아일랜드,싱가포르,멕시코,라이베리아,타지키스탄,우간다,리비아,알제리,네덜란드,콜롬비아,폴란드,케냐,페루,요르단,스웨덴,벨기에,아프가니스탄,세네갈,이라크,투르크메니스탄,튀니지,기니,스위스,수단,르완다,탄자니아,콩고민주공화국,그리스,에콰도르,벨로루시,말리,아랍에미리트연합,노르웨이,루마니아,오스트리아,덴마크,아제르바이잔,핀란드,헝가리,코트디부아르,칠레,이스라엘,베네수엘라,포르투갈,앙골라,감비아,불가리아,체코,아르헨티나,부룬디,무국적,잠비아,짐바브웨,마카오,리투아니아,파라과이,시에라리온,가봉,파나마,과테말라,슬로바크,크로아티아,조지아,영국외지민,아르메니아,세르비아,도미니카공화국,볼리비아,코스타리카,모잠비크,엘살바도르,팔레스타인,라트비아,피지,부르키나파소,몰도바,토고,브루나이,온두라스,미등록국가,자메이카,쿠웨이트,오만,에스토니아,슬로베니아,국제연합,아이티,레바논,니카라과,쿠바,알바니아,남수단공화국,우루과이,말라위,마다가스카르,콩고,부탄,카타르,기니비사우,키프로스,트리니다드토바고,소말리아,보츠와나,베냉,룩셈부르크,모리셔스,에리트레아,차드,에스와티니,세인트크리스토퍼네비스,키리바시,바레인,몰타,모리타니,마케도니아,아이슬란드,몬테네그로,니제르,적도기니,중앙아프리카공화국,보스니아-헤르체고비나,바누아투,바하마,레소토,도미니카연방,가이아나,파푸아뉴기니,코소보,솔로몬군도,세이셸,벨리즈,몰디브,팔라우,통가,지부티,나우루,홍콩거주난민,투발루,코모로,수리남,세인트루시아,바베이도스,리히텐슈타인,나미비아
부산광역시,연제구,총계,732,67,180,179,16,42,22,2,4,13,22,10,,38,2,48,5,1,13,5,1,7,8,2,3,3,1,,,8,,,1,3,,3,3,,,,,1,,,3,,,1,1,2,1,1,,,,,,,1,,3,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,연제구,남성,254,34,51,49,6,2,8,1,2,2,13,3,,11,2,31,,1,2,5,1,5,6,,1,,1,,,1,,,,3,,1,1,,,,,,,,2,,,1,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,연제구,여성,478,33,129,130,10,40,14,1,2,11,9,7,,27,,17,5,,11,,,2,2,2,2,3,,,,7,,,1,,,2,2,,,,,1,,,1,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,영도구,총계,"1,603",92,514,234,25,51,6,7,281,6,17,7,91,23,41,50,5,3,51,1,6,3,1,13,,2,2,1,1,,,5,5,,,14,1,3,1,,,3,1,2,,,,,1,1,,3,,,2,,,2,4,,2,6,,,,,,2,,,,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,영도구,남성,"1,020",49,287,109,20,15,4,,274,1,14,6,89,2,38,26,5,2,25,,4,3,1,5,,1,2,1,1,,,4,1,,,7,1,,1,,,,1,2,,,,,,1,,,,,1,,,2,2,,2,3,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,영도구,여성,583,43,227,125,5,36,2,7,7,5,3,1,2,21,3,24,,1,26,1,2,,,8,,1,,,,,,1,4,,,7,,3,,,,3,,,,,,,1,,,3,,,1,,,,2,,,3,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,중구,총계,"1,844",62,564,180,29,35,,5,254,5,5,8,300,23,2,142,21,,134,2,5,4,6,1,,1,1,,2,1,,1,3,1,,24,4,4,,1,,3,,,,1,,1,1,,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,중구,남성,"1,247",25,352,90,15,17,,2,252,,3,,300,5,2,88,9,,50,2,4,4,5,,,,1,,2,,,1,,1,,6,4,2,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,중구,여성,597,37,212,90,14,18,,3,2,5,2,8,,18,,54,12,,84,,1,,1,1,,1,,,,1,,,3,,,18,,2,,1,,3,,,,,,,1,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,해운대구,총계,"3,498",225,581,592,118,83,36,19,102,51,441,52,24,183,10,127,5,16,198,19,29,66,94,6,30,4,6,4,1,30,,42,4,33,,36,16,4,,1,,5,4,,10,7,5,17,8,8,7,6,1,,,,,17,4,4,,4,,11,6,1,,1,,2,,5,,,,,3,1,3,,5,34,2,1,8,1,2,,,1,,3,4,,,2,,,,,,,,,,,,2,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
부산광역시,해운대구,남성,"1,715",120,211,247,87,21,15,9,60,11,252,17,20,54,9,66,,11,92,12,25,46,67,,22,3,4,4,1,18,,32,2,22,,18,10,,,,,,2,,8,3,3,15,6,7,2,4,,,,,,8,3,3,,,,6,4,,,1,,1,,2,,,,,3,1,1,,3,21,1,1,7,,2,,,,,2,2,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
부산광역시,해운대구,여성,"1,783",105,370,345,31,62,21,10,42,40,189,35,4,129,1,61,5,5,106,7,4,20,27,6,8,1,2,,,12,,10,2,11,,18,6,4,,1,,5,2,,2,4,2,2,2,1,5,2,1,,,,,9,1,1,,4,,5,2,1,,,,1,,3,,,,,,,2,,2,13,1,,1,1,,,,1,,1,2,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,총계,총계,"229,610","85,297","19,636","51,620","2,639","3,229",908,"1,653","1,266","1,819","9,651","6,555",948,"7,392",386,"7,656",991,700,"2,081","1,213","2,010","1,571","1,404",313,"1,949","1,352",335,467,614,336,20,"1,201","1,071",751,100,83,505,358,173,436,46,117,285,43,469,335,561,234,373,223,336,232,61,51,148,115,103,220,197,156,87,155,55,237,200,83,134,118,58,60,73,170,94,59,66,44,49,96,85,53,155,98,66,113,102,95,105,84,76,99,104,53,72,82,48,59,64,49,9,38,43,9,47,27,31,38,30,45,24,34,15,44,32,12,28,23,22,22,10,25,9,22,27,29,9,4,38,23,1,9,31,25,20,19,15,4,16,18,12,13,6,9,8,9,4,10,20,3,3,8,5,5,5,10,2,5,2,,9,1,5,2,,2,6,3,2,,,2,,1,,1,1,2,1,,1,2,2,,,1,1,1,,,,1,1,1,1
서울특별시,강남구,총계,"4,742",557,214,856,66,65,102,10,29,135,779,55,83,456,3,144,36,10,98,8,88,99,155,10,100,19,19,8,1,34,,51,35,51,,,46,9,,17,,1,7,,23,19,19,13,12,17,27,10,,3,1,1,2,10,8,5,,4,1,16,7,,,,,,,5,,,,,1,1,6,,4,4,4,4,,2,7,3,,6,3,3,2,,,1,5,1,,,,,1,3,,1,,,,2,1,,1,,4,,,,,3,,,,,,1,,,,2,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
서울특별시,강남구,남성,"2,325",208,89,415,42,18,96,8,7,70,404,12,77,207,3,61,14,7,16,7,63,52,86,7,67,10,2,6,,17,,22,12,31,,,24,2,,7,,,4,,15,5,14,8,7,7,13,7,,3,1,,1,4,2,,,2,,14,5,,,,,,,2,,,,,1,1,1,,2,2,,2,,1,3,1,,1,2,2,1,,,,3,1,,,,,1,1,,1,,,,,1,,,,3,,,,,3,,,,,,1,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
서울특별시,강남구,여성,"2,417",349,125,441,24,47,6,2,22,65,375,43,6,249,,83,22,3,82,1,25,47,69,3,33,9,17,2,1,17,,29,23,20,,,22,7,,10,,1,3,,8,14,5,5,5,10,14,3,,,,1,1,6,6,5,,2,1,2,2,,,,,,,3,,,,,,,5,,2,2,4,2,,1,4,2,,5,1,1,1,,,1,2,,,,,,,2,,,,,,2,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,강동구,총계,"3,915","1,651",318,637,88,85,72,12,9,78,194,161,16,167,21,75,20,10,31,27,20,19,29,9,10,8,3,2,,5,,5,10,12,,2,13,7,,5,,2,,,4,2,20,7,4,4,2,2,,,,,4,5,1,1,,1,,6,,,1,,1,2,,,,,,,,,,1,,,3,,,,1,,,,2,2,,,,,,2,,1,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,강동구,남성,"1,757",846,82,204,63,21,65,9,3,36,85,71,15,22,20,28,8,7,11,22,16,14,13,4,6,3,,1,,1,,2,1,10,,1,10,5,,3,,,,,1,1,14,5,2,2,2,2,,,,,3,3,,1,,1,,5,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,강동구,여성,"2,158",805,236,433,25,64,7,3,6,42,109,90,1,145,1,47,12,3,20,5,4,5,16,5,4,5,3,1,,4,,3,9,2,,1,3,2,,2,,2,,,3,1,6,2,2,2,,,,,,,1,2,1,,,,,1,,,,,1,2,,,,,,,,,,,,,2,,,,,,,,1,2,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,강북구,총계,"3,459",878,597,661,82,95,21,24,13,48,78,418,5,109,1,102,19,4,27,27,8,18,15,8,17,4,9,5,,10,,1,21,1,,1,20,4,1,9,,5,,,2,4,4,3,10,5,1,2,,2,,,,3,2,3,1,1,1,3,,,,,2,,4,2,,,4,,1,,2,1,,,1,1,,1,3,3,,3,1,1,,,,,,2,,4,,,1,2,,,1,,,,,,1,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
서울특별시,강북구,남성,"1,276",403,173,204,51,17,,13,3,4,51,147,4,7,,43,1,3,7,18,8,12,14,1,7,1,4,1,,3,,1,3,1,,1,15,2,,7,,,,,,,2,3,5,5,1,1,,2,,,,1,,2,1,,,2,,,,,2,,4,2,,,2,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
서울특별시,강북구,여성,"2,183",475,424,457,31,78,21,11,10,44,27,271,1,102,1,59,18,1,20,9,,6,1,7,10,3,5,4,,7,,,18,,,,5,2,1,2,,5,,,2,4,2,,5,,,1,,,,,,2,2,1,,1,1,1,,,,,,,,,,,2,,1,,2,,,,1,1,,1,2,2,,2,,1,,,,,,1,,3,,,1,1,,,,,,,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,강서구,총계,"5,484","1,999",413,942,78,129,40,14,54,91,205,85,48,327,74,274,21,17,67,19,51,56,57,6,23,22,5,8,6,13,,24,18,28,5,4,8,11,2,5,1,10,2,,22,24,,15,5,6,6,12,,1,1,,,5,8,4,,5,1,2,9,,1,,,1,,5,,,,,4,3,,,,1,4,9,3,,1,3,,2,1,5,2,,,4,11,2,,2,,,3,1,,,,1,1,1,1,,,1,1,2,1,,,1,,1,,,2,,3,1,,3,,,,1,,,,,3,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
서울특별시,강서구,남성,"2,498","1,009",104,340,36,22,19,11,25,32,113,27,40,55,74,129,5,14,22,13,37,42,50,3,18,14,1,8,5,9,,16,2,25,2,2,2,3,2,4,1,,2,,18,19,,12,5,6,3,11,,1,1,,,4,6,2,,2,1,1,8,,,,,,,3,,,,,3,,,,,,,8,1,,1,,,,,5,2,,,2,11,2,,2,,,,1,,,,,,1,1,,,,1,2,1,,,,,,,,,,3,1,,3,,,,1,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
서울특별시,강서구,여성,"2,986",990,309,602,42,107,21,3,29,59,92,58,8,272,,145,16,3,45,6,14,14,7,3,5,8,4,,1,4,,8,16,3,3,2,6,8,,1,,10,,,4,5,,3,,,3,1,,,,,,1,2,2,,3,,1,1,,1,,,1,,2,,,,,1,3,,,,1,4,1,2,,,3,,2,1,,,,,2,,,,,,,3,,,,,1,1,,,,,1,,,,,,1,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
서울특별시,관악구,총계,"13,788","6,965",803,"2,553",169,137,76,42,123,209,277,263,72,306,42,165,55,94,108,49,134,82,46,19,109,57,18,31,21,9,,65,41,25,2,3,36,39,7,56,3,9,23,3,29,23,3,8,24,14,14,20,,4,9,1,12,13,12,10,8,7,9,10,8,3,1,,4,6,,6,3,8,8,3,4,9,6,,1,,2,5,5,11,8,5,,8,7,4,3,1,2,6,5,3,,6,2,1,2,,2,,1,3,2,,2,1,1,1,2,2,1,3,1,4,,1,,,1,,2,,,,,,3,1,,,1,,2,1,3,1,,2,,,,,,2,,3,,2,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,
서울특별시,관악구,남성,"6,303","3,596",233,945,111,27,47,27,35,121,132,89,53,52,37,38,17,88,14,38,73,47,33,2,57,21,5,21,12,5,,27,6,13,1,2,5,19,7,20,1,4,16,2,10,10,2,5,17,8,6,8,,4,5,1,10,11,8,3,5,2,3,6,3,3,1,,,1,,4,2,6,6,2,,3,,,,,,3,3,5,4,1,,2,2,1,1,1,2,1,3,1,,3,2,,,,,,1,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
서울특별시,관악구,여성,"7,485","3,369",570,"1,608",58,110,29,15,88,88,145,174,19,254,5,127,38,6,94,11,61,35,13,17,52,36,13,10,9,4,,38,35,12,1,1,31,20,,36,2,5,7,1,19,13,1,3,7,6,8,12,,,4,,2,2,4,7,3,5,6,4,5,,,,4,5,,2,1,2,2,1,4,6,6,,1,,2,2,2,6,4,4,,6,5,3,2,,,5,2,2,,3,,1,2,,2,,,1,1,,1,1,1,1,2,2,1,3,,4,,1,,,1,,2,,,,,,3,1,,,,,1,1,,,,2,,,,,,2,,2,,2,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
서울특별시,광진구,총계,"12,799","4,379","1,558","3,631",303,95,15,134,66,38,171,862,41,309,7,132,47,73,43,157,155,35,43,12,37,78,10,5,3,6,1,26,36,12,3,,16,8,1,39,2,3,9,,16,7,1,6,10,7,12,7,,3,,,1,2,1,3,4,3,5,8,1,1,3,1,2,2,,3,1,12,,,,1,,1,5,,1,5,4,8,2,6,,,,,1,,,3,,3,5,1,,,5,,,2,1,,,3,,,,1,1,,,2,,,2,1,4,,,,,,,,4,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,광진구,남성,"5,384","2,173",478,"1,232",241,23,3,81,16,5,86,376,13,41,5,46,17,62,9,110,101,22,28,3,17,33,6,2,2,1,,6,5,7,2,,6,4,1,22,,,6,,9,4,1,3,2,6,2,2,,1,,,1,1,,2,2,1,3,2,,1,2,1,1,1,,2,1,11,,,,1,,1,2,,,3,4,3,2,3,,,,,1,,,1,,,2,,,,,,,2,,,,1,,,,,,,,,,,2,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,광진구,여성,"7,415","2,206","1,080","2,399",62,72,12,53,50,33,85,486,28,268,2,86,30,11,34,47,54,13,15,9,20,45,4,3,1,5,1,20,31,5,1,,10,4,,17,2,3,3,,7,3,,3,8,1,10,5,,2,,,,1,1,1,2,2,2,6,1,,1,,1,1,,1,,1,,,,,,,3,,1,2,,5,,3,,,,,,,,2,,3,3,1,,,5,,,,1,,,2,,,,1,1,,,2,,,,1,3,,,,,,,,3,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,구로구,총계,"25,601","18,357",493,"5,327",59,102,38,19,32,57,113,111,82,190,13,170,56,22,44,25,23,26,27,10,14,34,3,5,6,4,,5,20,10,1,5,5,4,1,3,4,3,,,5,5,,3,3,2,4,3,,,,,2,1,2,3,,,,1,1,4,,,,,,2,,,2,,,,,2,,1,2,,,5,,2,,1,,,2,,,3,,1,1,3,,,,1,,,1,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
서울특별시,구로구,남성,"14,058","10,968",206,"2,254",40,33,23,13,10,6,55,45,58,36,13,77,19,20,7,20,18,13,19,3,5,17,,4,5,2,,4,2,9,1,2,3,1,,3,2,1,,,3,3,,3,2,2,2,1,,,,,1,,,1,,,,,1,3,,,,,,1,,,2,,,,,2,,,2,,,2,,,,,,,2,,,,,,1,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,구로구,여성,"11,543","7,389",287,"3,073",19,69,15,6,22,51,58,66,24,154,,93,37,2,37,5,5,13,8,7,9,17,3,1,1,2,,1,18,1,,3,2,3,1,,2,2,,,2,2,,,1,,2,2,,,,,1,1,2,2,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,3,,2,,1,,,,,,3,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
서울특별시,금천구,총계,"14,720","10,915",409,"2,487",32,106,54,40,20,34,45,93,59,108,11,77,9,17,18,23,12,11,9,9,11,7,4,6,1,2,,2,11,2,,2,5,4,2,7,2,,1,1,4,5,,2,3,,3,2,,4,,,1,,2,2,,4,,4,1,,,1,,,,,,,,6,1,,,,,,,1,,,,,,2,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,금천구,남성,"7,978","6,373",123,"1,022",21,44,36,30,10,10,27,42,56,17,10,35,3,14,4,21,9,5,6,3,7,1,,4,,2,,2,1,2,,1,2,1,1,3,1,,1,1,3,3,,2,2,,1,1,,3,,,,,1,2,,1,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,금천구,여성,"6,742","4,542",286,"1,465",11,62,18,10,10,24,18,51,3,91,1,42,6,3,14,2,3,6,3,6,4,6,4,2,1,,,,10,,,1,3,3,1,4,1,,,,1,2,,,1,,2,1,,1,,,1,,1,,,3,,4,1,,,,,,,,,,,3,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,노원구,총계,"3,947",479,"1,074",766,94,90,21,32,44,49,198,302,52,175,1,77,28,15,37,20,48,27,43,4,20,5,4,6,7,20,,18,12,9,,1,10,6,3,23,,1,6,,4,8,9,5,9,7,3,6,,1,2,,,2,2,,,3,,,5,1,,5,4,2,1,1,,2,7,,,1,2,,,,2,,1,1,6,1,1,,,,2,,,1,2,,,1,,,,,,,,,,,,,2,,,1,,2,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,노원구,남성,"1,777",224,474,339,67,26,6,20,27,11,104,139,9,20,1,29,11,11,7,9,30,20,33,1,13,1,3,4,7,10,,11,4,7,,,3,,2,4,,,4,,4,4,9,4,7,5,1,3,,1,2,,,2,2,,,1,,,3,1,,2,3,,1,1,,1,7,,,,,,,,1,,1,1,5,,1,,,,1,,,1,2,,,1,,,,,,,,,,,,,1,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,노원구,여성,"2,170",255,600,427,27,64,15,12,17,38,94,163,43,155,,48,17,4,30,11,18,7,10,3,7,4,1,2,,10,,7,8,2,,1,7,6,1,19,,1,2,,,4,,1,2,2,2,3,,,,,,,,,,2,,,2,,,3,1,2,,,,1,,,,1,2,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,도봉구,총계,"2,035",395,329,351,33,167,25,30,10,33,78,200,21,105,1,34,3,6,16,38,7,14,13,2,12,4,1,3,10,3,,6,7,4,,,3,7,,1,,5,1,,1,2,,1,2,1,3,6,,1,1,,,1,,,2,2,1,,1,,2,,1,1,,,1,1,2,,,1,1,1,,,3,,,3,,,1,,,,,,1,,1,2,,,,,1,,,,,1,1,,,,2,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,도봉구,남성,752,181,77,98,20,51,8,23,6,6,37,76,16,15,,17,2,5,3,34,1,10,7,1,9,,,2,8,1,,2,1,1,,,1,4,,1,,4,1,,1,2,,,1,1,2,2,,1,,,,1,,,1,1,,,1,,2,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,도봉구,여성,"1,283",214,252,253,13,116,17,7,4,27,41,124,5,90,1,17,1,1,13,4,6,4,6,1,3,4,1,1,2,2,,4,6,3,,,2,3,,,,1,,,,,,1,1,,1,4,,,1,,,,,,1,1,1,,,,,,1,1,,,1,1,1,,,1,1,,,,3,,,3,,,,,,,,,,,,1,,,,,1,,,,,1,1,,,,2,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,동대문구,총계,"13,695","1,993","2,513","5,391",261,195,61,228,64,59,189,589,52,366,18,266,50,51,90,30,94,49,36,28,51,52,19,15,2,11,,59,152,17,77,10,27,12,8,46,,11,24,4,21,24,18,4,23,7,12,12,1,6,3,20,6,6,17,9,3,6,6,18,7,5,,16,5,2,2,7,2,3,5,3,2,12,5,2,1,9,2,3,2,5,7,6,1,3,1,1,2,4,,9,4,2,,2,,3,13,,2,,5,2,,2,2,2,2,2,1,1,3,,1,,5,1,,,1,,,,,,,1,2,2,,,,,,,,,1,,,1,,,,2,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
