등록외국인 국적별·지역별 현황(2021. 3. 31. 현재)                                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,필리핀,캄보디아,네팔,인도네시아,타이,미국,몽골,미얀마,일본,스리랑카,타이완,카자흐스탄,방글라데시,러시아(연방),파키스탄,인도,영국,캐나다,키르기즈,프랑스,말레이시아,우크라이나,이집트,나이지리아,남아프리카공화국,티모르민주공화국,독일,홍콩,오스트레일리아,시리아,한국계러시아인,터키,모로코,가나,이란,예멘공화국,라오스,에티오피아,카메룬,이탈리아,브라질,사우디아라비아,뉴질랜드,스페인,아일랜드,싱가포르,멕시코,라이베리아,타지키스탄,우간다,리비아,알제리,네덜란드,콜롬비아,폴란드,케냐,페루,요르단,스웨덴,벨기에,아프가니스탄,세네갈,이라크,투르크메니스탄,튀니지,기니,스위스,수단,르완다,탄자니아,콩고민주공화국,그리스,에콰도르,벨로루시,말리,아랍에미리트연합,노르웨이,루마니아,오스트리아,덴마크,아제르바이잔,핀란드,헝가리,코트디부아르,칠레,이스라엘,베네수엘라,포르투갈,앙골라,감비아,불가리아,체코,아르헨티나,부룬디,무국적,잠비아,짐바브웨,마카오,리투아니아,파라과이,시에라리온,가봉,파나마,과테말라,슬로바크,크로아티아,조지아,영국외지민,아르메니아,세르비아,도미니카공화국,볼리비아,코스타리카,모잠비크,엘살바도르,팔레스타인,라트비아,피지,부르키나파소,몰도바,토고,브루나이,온두라스,미등록국가,자메이카,쿠웨이트,오만,에스토니아,슬로베니아,국제연합,아이티,레바논,니카라과,쿠바,알바니아,남수단공화국,우루과이,말라위,마다가스카르,콩고,부탄,카타르,기니비사우,키프로스,트리니다드토바고,소말리아,보츠와나,베냉,룩셈부르크,모리셔스,에리트레아,차드,에스와티니,세인트크리스토퍼네비스,키리바시,바레인,몰타,모리타니,마케도니아,아이슬란드,몬테네그로,니제르,적도기니,중앙아프리카공화국,보스니아-헤르체고비나,바누아투,바하마,레소토,도미니카연방,가이아나,파푸아뉴기니,코소보,솔로몬군도,세이셸,벨리즈,몰디브,팔라우,통가,지부티,나우루,홍콩거주난민,투발루,코모로,수리남,세인트루시아,바베이도스,리히텐슈타인,나미비아
대전광역시,동구,여성,"2,327",83,839,578,73,86,32,27,37,39,48,50,4,61,2,43,31,11,41,4,13,3,6,6,62,6,2,3,8,16,,10,6,5,4,1,3,6,1,,,4,,,2,13,,3,4,1,,3,,,1,,1,,2,2,1,1,1,3,2,,,1,,,,2,,1,,,,1,3,,,2,,1,1,1,3,1,1,,1,,2,,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,2,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,총계,"3,372",299,862,915,60,135,55,16,16,67,200,70,20,105,5,92,24,7,36,14,25,30,36,9,19,8,6,3,2,43,,4,6,5,,2,13,2,6,8,,13,13,3,6,6,,5,4,6,5,8,1,10,3,,4,2,1,1,3,1,1,1,4,,1,1,2,,,3,,3,5,,2,2,,,1,,,2,1,1,2,,,3,,3,1,,,1,,1,,1,,,,,1,,,,,,,1,,1,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,남성,"1,357",148,296,377,28,12,14,9,4,12,104,32,10,16,3,47,13,6,12,14,13,25,25,2,14,1,2,2,2,12,,3,,4,,,8,,6,3,,8,7,2,4,4,,2,2,4,2,4,,6,2,,2,1,,1,1,,1,1,2,,1,1,1,,,2,,3,2,,,1,,,1,,,1,1,1,,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
대전광역시,서구,여성,"2,015",151,566,538,32,123,41,7,12,55,96,38,10,89,2,45,11,1,24,,12,5,11,7,5,7,4,1,,31,,1,6,1,,2,5,2,,5,,5,6,1,2,2,,3,2,2,3,4,1,4,1,,2,1,1,,2,1,,,2,,,,1,,,1,,,3,,2,1,,,,,,1,,,2,,,2,,1,1,,,1,,1,,,,,,,1,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,유성구,총계,"5,838",262,"1,134","1,328",121,129,64,76,182,76,293,214,71,127,60,59,74,120,68,196,283,28,46,10,37,37,12,35,9,38,,33,14,19,1,2,38,8,52,38,,4,80,1,8,24,52,8,9,1,1,8,1,6,19,,2,6,4,8,6,8,13,1,4,6,1,,5,5,1,4,6,8,3,2,3,9,1,,18,3,6,1,,15,1,8,1,,5,3,1,,,4,2,,,,1,7,,,,4,1,,1,,1,2,,6,2,4,,2,,,1,1,2,,,1,,1,,2,,1,,,,,,2,3,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,유성구,남성,"2,987",136,463,557,83,60,40,63,103,30,144,98,53,31,35,23,44,85,30,137,188,22,32,4,19,12,9,22,9,14,,19,5,13,1,2,18,3,44,26,,3,68,1,6,14,40,4,6,1,,6,,2,16,,1,3,3,3,4,3,6,,2,6,1,,5,3,1,2,4,5,2,2,1,7,,,18,2,2,1,,15,,7,1,,2,1,,,,2,1,,,,1,3,,,,2,1,,1,,,2,,3,1,3,,1,,,1,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,유성구,여성,"2,851",126,671,771,38,69,24,13,79,46,149,116,18,96,25,36,30,35,38,59,95,6,14,6,18,25,3,13,,24,,14,9,6,,,20,5,8,12,,1,12,,2,10,12,4,3,,1,2,1,4,3,,1,3,1,5,2,5,7,1,2,,,,,2,,2,2,3,1,,2,2,1,,,1,4,,,,1,1,,,3,2,1,,,2,1,,,,,4,,,,2,,,,,1,,,3,1,1,,1,,,,1,1,,,,,,,1,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,중구,총계,"1,424",216,366,259,32,99,33,19,2,26,54,58,2,45,1,99,12,4,25,3,2,10,7,5,3,,2,2,,5,1,2,1,1,,,,,1,,5,3,2,,,1,,1,1,1,1,2,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,중구,남성,510,115,68,85,15,16,9,13,2,1,29,29,2,6,1,56,5,4,13,3,1,7,3,2,1,,,1,,3,1,2,,1,,,,,1,,5,,1,,,,,1,1,1,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,중구,여성,914,101,298,174,17,83,24,6,,25,25,29,,39,,43,7,,12,,1,3,4,3,2,,2,1,,2,,,1,,,,,,,,,3,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,총계,총계,"40,154","1,994","11,423","7,133","1,438","1,690","1,030",959,"2,494",567,"1,233",512,"1,196","1,291",592,"1,399",215,330,971,588,327,259,288,90,144,50,44,18,52,160,45,114,55,71,16,190,58,52,14,76,10,53,39,22,48,30,7,41,32,32,29,39,4,18,6,1,15,34,22,15,22,27,8,17,15,3,2,5,5,11,2,14,4,15,12,6,5,4,11,,5,39,4,7,14,8,15,8,2,6,,17,8,2,1,10,7,3,27,2,,6,1,18,3,2,2,4,1,2,5,,3,1,1,5,,3,3,1,2,1,1,,1,1,1,1,,4,,2,4,1,,,,1,2,1,2,3,1,,,1,,1,3,1,,,,,,,,1,,1,,,1,,1,,2,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,
부산광역시,강서구,총계,"4,319",136,"1,142",231,372,350,333,249,406,121,31,33,143,65,272,17,9,95,30,109,29,17,5,17,,3,1,2,3,16,19,2,2,1,9,1,3,4,1,2,7,1,,,3,3,,,1,1,3,1,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,3,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,강서구,남성,"3,627",73,904,111,348,316,300,244,395,113,17,26,142,22,269,6,6,94,10,105,23,12,5,15,,1,,2,3,9,19,2,1,1,7,,,,1,1,7,,,,2,1,,,,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,강서구,여성,692,63,238,120,24,34,33,5,11,8,14,7,1,43,3,11,3,1,20,4,6,5,,2,,2,1,,,7,,,1,,2,1,3,4,,1,,1,,,1,2,,,1,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,총계,"3,667",121,677,"1,380",68,31,40,26,104,45,86,103,25,174,13,60,78,24,47,49,121,13,12,12,47,10,9,6,23,6,,26,7,5,1,1,7,5,2,40,,4,17,2,20,3,,1,5,6,2,8,,4,,,,3,3,4,5,5,2,,5,,2,1,1,4,,2,,1,3,2,,1,3,,,,,,2,1,7,1,,1,,3,,1,1,1,1,1,4,,,1,,1,1,,2,1,,,1,,2,1,,1,,1,,,,,,,,,1,,,,,1,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,남성,"1,449",47,220,521,50,4,21,21,61,8,49,41,17,19,11,19,35,17,11,28,80,7,9,1,13,3,3,3,17,3,,8,1,5,1,,2,2,2,22,,2,8,1,1,2,,1,1,2,,3,,2,,,,1,2,,3,,2,,4,,1,1,,3,,2,,1,2,2,,,1,,,,,,1,,2,,,,,1,,1,1,,,1,4,,,1,,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,금정구,여성,"2,218",74,457,859,18,27,19,5,43,37,37,62,8,155,2,41,43,7,36,21,41,6,3,11,34,7,6,3,6,3,,18,6,,,1,5,3,,18,,2,9,1,19,1,,,4,4,2,5,,2,,,,2,1,4,2,5,,,1,,1,,1,1,,,,,1,,,1,2,,,,,,1,1,5,1,,1,,2,,,,1,1,,,,,,,1,1,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,총계,"1,817",98,493,220,67,69,76,122,180,59,47,12,56,51,77,12,2,8,37,28,4,5,9,3,5,,4,,1,13,,1,6,3,4,3,1,3,,1,,8,,,1,,1,2,,,2,,,1,,,4,,1,2,,,,,,,,,,,,1,,,,,,,2,,,2,1,1,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,남성,"1,213",52,318,80,55,33,59,116,171,37,27,7,54,9,74,9,2,8,13,28,4,5,8,1,4,,2,,1,7,,1,1,3,2,2,1,2,,,,,,,1,,1,1,,,1,,,,,,4,,1,1,,,,,,,,,,,,1,,,,,,,,,,2,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,기장군,여성,604,46,175,140,12,36,17,6,9,22,20,5,2,42,3,3,,,24,,,,1,2,1,,2,,,6,,,5,,2,1,,1,,1,,8,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,남구,총계,"5,024",115,"1,773","1,214",197,65,15,261,177,22,93,129,119,127,7,117,23,113,60,30,73,16,28,4,11,4,2,4,12,3,2,11,3,3,,8,6,9,4,13,1,1,11,16,1,2,,2,1,2,,2,3,4,2,,5,4,3,3,5,2,,4,2,1,,,,2,2,1,2,12,5,4,,1,,,,,,2,1,1,1,,1,,,2,,,,,1,,16,,,1,1,1,,2,,,,1,,,1,,,,,1,1,1,,1,,,,1,,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,
부산광역시,남구,남성,"2,586",58,922,539,172,22,4,168,80,3,66,46,49,19,3,52,5,104,26,27,58,12,19,3,4,,,2,7,2,2,5,,2,,3,3,1,3,6,1,,8,11,1,1,,2,1,1,,,3,2,,,3,4,2,,2,,,2,2,1,,,,,2,,2,6,2,4,,1,,,,,,1,,,,,1,,,,,,,,1,,12,,,,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,
부산광역시,남구,여성,"2,438",57,851,675,25,43,11,93,97,19,27,83,70,108,4,65,18,9,34,3,15,4,9,1,7,4,2,2,5,1,,6,3,1,,5,3,8,1,7,,1,3,5,,1,,,,1,,2,,2,2,,2,,1,3,3,2,,2,,,,,,2,,1,,6,3,,,,,,,,,1,1,1,1,,,,,2,,,,,,,4,,,1,1,,,1,,,,1,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동구,총계,"1,632",67,113,158,63,237,8,4,61,3,14,1,202,53,1,281,28,,189,34,1,2,2,9,4,1,7,,1,,,,5,,,61,3,2,,1,,3,,,,,,,,,3,,,,,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,3,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동구,남성,784,32,27,57,37,19,,2,59,,8,,202,20,1,144,9,,78,33,1,2,2,6,2,1,3,,1,,,,4,,,23,2,1,,1,,,,,,,,,,,2,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동구,여성,848,35,86,101,26,218,8,2,2,3,6,1,,33,,137,19,,111,1,,,,3,2,,4,,,,,,1,,,38,1,1,,,,3,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동래구,총계,929,96,213,203,12,50,14,,18,22,82,6,5,49,1,46,3,,8,3,,15,16,4,4,1,1,,,18,1,5,1,3,,2,1,1,,1,,3,,,1,1,1,1,1,2,3,2,,,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동래구,남성,316,48,53,52,5,3,1,,8,9,48,2,4,8,1,18,1,,1,2,,8,8,,3,,,,,9,1,2,,2,,,1,1,,1,,,,,,1,,1,1,2,2,1,,,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,동래구,여성,613,48,160,151,7,47,13,,10,13,34,4,1,41,,28,2,,7,1,,7,8,4,1,1,1,,,9,,3,1,1,,2,,,,,,3,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,부산진구,총계,"2,366",181,815,497,23,68,13,13,35,24,99,57,7,152,15,107,10,4,50,7,8,24,31,1,18,7,1,,2,12,1,3,6,5,,14,5,3,,2,,2,3,,,3,,3,4,4,1,,,4,,,,,1,,4,3,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,2,,1,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,부산진구,남성,947,100,310,177,10,12,,4,21,,55,26,1,30,14,53,1,2,21,4,8,14,23,,5,3,,,1,5,1,1,1,3,,5,1,,,2,,,2,,,3,,3,2,3,1,,,3,,,,,,,3,3,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,부산진구,여성,"1,419",81,505,320,13,56,13,9,14,24,44,31,6,122,1,54,9,2,29,3,,10,8,1,13,4,1,,1,7,,2,5,2,,9,4,3,,,,2,1,,,,,,2,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,북구,총계,"1,991",144,"1,268",229,11,50,16,9,11,15,37,16,11,49,1,42,2,,8,5,,15,8,2,3,1,1,,,8,,,2,5,,1,2,3,1,5,,2,,,1,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,북구,남성,918,81,638,89,3,3,4,5,1,,16,6,8,5,1,20,,,1,5,,9,6,,2,,1,,,2,,,,3,,,1,2,1,3,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,북구,여성,"1,073",63,630,140,8,47,12,4,10,15,21,10,3,44,,22,2,,7,,,6,2,2,1,1,,,,6,,,2,2,,1,1,1,,2,,2,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사상구,총계,"4,051",194,"1,228",952,170,221,228,38,119,54,33,29,83,52,60,137,11,32,23,203,19,4,8,6,1,5,2,,3,4,7,2,,2,1,2,1,3,3,2,2,12,3,2,6,5,,,,,,10,,2,,,1,1,4,,2,2,1,,1,1,,,2,1,,,1,2,3,,1,,2,,,,,,,4,4,2,,2,,1,,1,,1,1,1,,1,,2,,16,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사상구,남성,"2,186",103,550,405,151,122,170,29,80,32,17,20,77,10,55,75,6,26,9,163,13,3,3,1,,1,1,,3,2,6,1,,,1,1,1,,2,,1,3,2,1,1,1,,,,,,3,,,,,1,,1,,1,1,1,,,,,,1,1,,,1,2,3,,,,1,,,,,,,2,1,,,1,,,,1,,,,1,,,,1,,11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사상구,여성,"1,865",91,678,547,19,99,58,9,39,22,16,9,6,42,5,62,5,6,14,40,6,1,5,5,1,4,1,,,2,1,1,,2,,1,,3,1,2,1,9,1,1,5,4,,,,,,7,,2,,,,1,3,,1,1,,,1,1,,,1,,,,,,,,1,,1,,,,,,,2,3,2,,1,,1,,,,1,1,,,1,,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사하구,총계,"3,747",283,"1,021",446,188,294,184,193,347,99,35,30,80,91,86,59,10,27,43,90,19,10,8,5,1,6,2,,2,11,14,6,5,,1,9,5,3,1,3,,4,,,,1,,2,1,1,3,,,1,2,,,,,,,1,5,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사하구,남성,"2,320",149,517,146,149,208,139,176,326,71,18,18,80,19,80,26,2,27,14,83,14,6,3,4,1,,1,,2,5,10,2,1,,1,2,,2,,2,,,,,,,,1,,1,2,,,1,1,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,사하구,여성,"1,427",134,504,300,39,86,45,17,21,28,17,12,,72,6,33,8,,29,7,5,4,5,1,,6,1,,,6,4,4,4,,,7,5,1,1,1,,4,,,,1,,1,1,,1,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,서구,총계,"1,693",53,632,233,43,18,28,3,371,8,18,2,45,42,2,95,2,6,47,2,4,6,3,1,2,,1,,1,2,1,1,,,,7,,2,1,,,,,,,,,1,2,,,2,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,서구,남성,"1,043",18,350,131,25,,8,3,339,,13,,44,9,2,52,,6,17,2,4,4,3,1,1,,,,,2,,1,,,,3,,,1,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,서구,여성,650,35,282,102,18,18,20,,32,8,5,2,1,33,,43,2,,30,,,2,,,1,,1,,1,,1,,,,,4,,2,,,,,,,,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,수영구,총계,"1,241",60,209,185,36,26,11,8,24,20,173,17,5,119,2,59,1,1,33,1,8,52,49,4,15,2,3,1,,28,,9,5,7,,4,,3,,4,,1,,,2,3,,10,5,4,2,3,,,,,3,4,,1,1,1,,,,,,,,,,3,,,,,,,1,,,1,,1,,1,,1,,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,수영구,남성,576,29,85,57,16,3,5,1,15,4,109,5,2,43,2,33,,1,9,1,7,43,39,2,6,,1,1,,8,,4,,4,,2,,,,1,,,,,2,1,,7,4,3,2,2,,,,,1,3,,1,1,,,,,,,,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시,수영구,여성,665,31,124,128,20,23,6,7,9,16,64,12,3,76,,26,1,,24,,1,9,10,2,9,2,2,,,20,,5,5,3,,2,,3,,3,,1,,,,2,,3,1,1,,1,,,,,2,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
