국적(지역) 및 체류자격별 장단기체류외국인(2021. 4. 30.현재),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,단 기 체 류 자 격,,,,,  장 기 체 류 자 격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대륙,국적,성별,총합계,B1(사증면제),B2(관광통과),C1(일시취재),C3(단기방문),C4(단기취업),D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),T1(관광상륙),T2(조건부입국허가),기타,,,,,
유럽주,포르투갈,총계,179,16,,,5,4,,30,,13,,1,,5,8,2,4,,2,,1,10,10,,,,1,7,25,,,27,2,2,,1,,3,,,,,
유럽주,포르투갈,남성,101,11,,,3,2,,11,,4,,1,,5,6,,2,,2,,1,9,9,,,,1,2,10,,,18,1,,,1,,2,,,,,
유럽주,포르투갈,여성,78,5,,,2,2,,19,,9,,,,,2,2,2,,,,,1,1,,,,,5,15,,,9,1,2,,,,1,,,,,
유럽주,불가리아,총계,153,9,1,,1,7,,43,,10,,,,1,1,3,4,,,1,5,3,7,,,,2,11,9,,9,21,,,,,,5,,,,,
유럽주,불가리아,남성,64,6,1,,1,6,,9,,5,,,,1,1,,4,,,1,5,3,5,,,,1,3,2,,2,6,,,,,,2,,,,,
유럽주,불가리아,여성,89,3,,,,1,,34,,5,,,,,,3,,,,,,,2,,,,1,8,7,,7,15,,,,,,3,,,,,
유럽주,리투아니아,총계,105,2,,,3,9,,51,,2,,2,,1,1,1,,,1,,,3,3,,,,,5,1,1,1,14,,,,1,,3,,,,,
유럽주,리투아니아,남성,43,1,,,3,1,,21,,2,,1,,1,1,,,,,,,,2,,,,,4,,1,,4,,,,,,1,,,,,
유럽주,리투아니아,여성,62,1,,,,8,,30,,,,1,,,,1,,,1,,,3,1,,,,,1,1,,1,10,,,,1,,2,,,,,
유럽주,크로아티아,총계,100,1,10,,18,4,,10,,1,,1,,,16,1,2,,,,2,2,4,,,,,5,6,,1,10,,,,,,6,,,,,
유럽주,크로아티아,남성,67,,7,,17,4,,2,,,,1,,,15,1,1,,,,2,2,3,,,,,1,1,,1,6,,,,,,3,,,,,
유럽주,크로아티아,여성,33,1,3,,1,,,8,,1,,,,,1,,1,,,,,,1,,,,,4,5,,,4,,,,,,3,,,,,
유럽주,슬로바크,총계,88,7,,,4,10,,20,,4,,2,,1,2,3,2,,,,1,2,3,,,,1,4,3,,2,7,,,,,,10,,,,,
유럽주,슬로바크,남성,40,3,,,2,8,,5,,1,,,,1,2,1,2,,,,1,1,2,,,,1,1,,,1,2,,,,,,6,,,,,
유럽주,슬로바크,여성,48,4,,,2,2,,15,,3,,2,,,,2,,,,,,1,1,,,,,3,3,,1,5,,,,,,4,,,,,
유럽주,조지아,총계,83,,,,15,,,16,,3,,,,1,1,1,,,,,,2,3,,,,2,6,4,,2,4,,,,,,23,,,,,
유럽주,조지아,남성,29,,,,10,,,2,,1,,,,1,1,,,,,,,1,,,,,1,1,1,,1,,,,,,,9,,,,,
유럽주,조지아,여성,54,,,,5,,,14,,2,,,,,,1,,,,,,1,3,,,,1,5,3,,1,4,,,,,,14,,,,,
유럽주,세르비아,총계,74,,4,,2,1,,13,,6,,,,1,1,3,2,,1,4,1,7,2,,,,1,1,10,,3,8,,,,,,3,,,,,
유럽주,세르비아,남성,39,,3,,1,1,,3,,3,,,,1,1,,1,,,4,1,7,,,,,,,3,,1,7,,,,,,2,,,,,
유럽주,세르비아,여성,35,,1,,1,,,10,,3,,,,,,3,1,,1,,,,2,,,,1,1,7,,2,1,,,,,,1,,,,,
유럽주,영국외지민,총계,72,1,3,,,,,4,,8,,,,,1,3,1,,1,,,,4,,,,1,7,1,1,4,29,,2,,,,1,,,,,
유럽주,영국외지민,남성,18,1,1,,,,,,,2,,,,,,,1,,1,,,,3,,,,,2,1,,,6,,,,,,,,,,,
유럽주,영국외지민,여성,54,,2,,,,,4,,6,,,,,1,3,,,,,,,1,,,,1,5,,1,4,23,,2,,,,1,,,,,
유럽주,아르메니아,총계,67,,,,2,,,12,,2,,,,,,,,,9,,,1,1,,,,3,4,12,,10,5,1,,,,,5,,,,,
유럽주,아르메니아,남성,27,,,,1,,,,,1,,,,,,,,,8,,,,1,,,,2,,1,,8,,1,,,,,4,,,,,
유럽주,아르메니아,여성,40,,,,1,,,12,,1,,,,,,,,,1,,,1,,,,,1,4,11,,2,5,,,,,,1,,,,,
유럽주,라트비아,총계,59,1,1,,4,2,,5,,2,,,1,1,2,1,2,,2,,,,2,,,,,,7,,2,11,1,,,,,12,,,,,
유럽주,라트비아,남성,21,1,1,,3,2,,,,,,,1,,2,,,,1,,,,,,,,,,1,,,3,,,,,,6,,,,,
유럽주,라트비아,여성,38,,,,1,,,5,,2,,,,1,,1,2,,1,,,,2,,,,,,6,,2,8,1,,,,,6,,,,,
유럽주,슬로베니아,총계,56,,8,,,5,,16,,3,,,,4,,,,,1,,1,2,1,,,,,,,,1,12,,,,,,2,,,,,
유럽주,슬로베니아,남성,32,,6,,,5,,5,,,,,,4,,,,,1,,1,2,1,,,,,,,,1,6,,,,,,,,,,,
유럽주,슬로베니아,여성,24,,2,,,,,11,,3,,,,,,,,,,,,,,,,,,,,,,6,,,,,,2,,,,,
유럽주,몰도바,총계,55,,1,,3,3,,16,,4,,,,,,2,,,,,,,,,1,,8,,2,,2,11,2,,,,,,,,,,
유럽주,몰도바,남성,18,,1,,3,3,,,,1,,,,,,1,,,,,,,,,1,,3,,2,,2,1,,,,,,,,,,,
유럽주,몰도바,여성,37,,,,,,,16,,3,,,,,,1,,,,,,,,,,,5,,,,,10,2,,,,,,,,,,
유럽주,알바니아,총계,52,,24,,3,,,6,,1,,,,,,,,,,,,,2,,,,,1,3,,1,10,,,,,,1,,,,,
유럽주,알바니아,남성,37,,21,,3,,,3,,,,,,,,,,,,,,,1,,,,,,2,,1,6,,,,,,,,,,,
유럽주,알바니아,여성,15,,3,,,,,3,,1,,,,,,,,,,,,,1,,,,,1,1,,,4,,,,,,1,,,,,
유럽주,에스토니아,총계,48,2,,,1,3,,18,,4,,,,,,2,,,,,,,2,,,,,2,1,,,4,,,,,,9,,,,,
유럽주,에스토니아,남성,17,1,,,,3,,2,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,8,,,,,
유럽주,에스토니아,여성,31,1,,,1,,,16,,4,,,,,,1,,,,,,,1,,,,,2,1,,,3,,,,,,1,,,,,
유럽주,룩셈부르크,총계,26,2,,,3,,,7,,6,,,,,,,1,,,,,1,1,,,,,,3,1,,1,,,,,,,,,,,
유럽주,룩셈부르크,남성,6,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,,
유럽주,룩셈부르크,여성,20,1,,,2,,,7,,6,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,
유럽주,몰타,총계,19,8,2,,,,,3,,,,2,,,,1,,,,,,,1,,,,,,2,,,,,,,,,,,,,,
유럽주,몰타,남성,14,8,2,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
유럽주,몰타,여성,5,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
유럽주,몬테네그로,총계,14,,1,,6,,,2,,1,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,
유럽주,몬테네그로,남성,10,,1,,6,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
유럽주,몬테네그로,여성,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
유럽주,아이슬란드,총계,10,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,1,2,,,,,,1,,,,,
유럽주,아이슬란드,남성,6,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,1,2,,,,,,,,,,,
유럽주,아이슬란드,여성,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,마케도니아,총계,8,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,4,,,,,,2,,,,,
유럽주,마케도니아,남성,5,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2,,,,,,1,,,,,
유럽주,마케도니아,여성,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,
유럽주,보스니아-헤르체고비나,총계,6,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
유럽주,보스니아-헤르체고비나,남성,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
유럽주,보스니아-헤르체고비나,여성,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
유럽주,코소보,총계,5,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
유럽주,코소보,남성,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
유럽주,코소보,여성,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
유럽주,교황청,총계,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
유럽주,교황청,남성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
유럽주,유고슬라비아,총계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,유고슬라비아,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,안도라,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,안도라,여성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,스발바르,총계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,스발바르,남성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,세르비아몬테네그로,총계,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,세르비아몬테네그로,남성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,산마리노,총계,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,산마리노,남성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,리히텐슈타인,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,리히텐슈타인,여성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,총계,총계,"11,348",557,"1,529",,96,12,,49,,54,5,9,16,66,28,7,62,435,15,15,22,36,189,,1,,54,90,217,"6,591",279,585,1,9,,3,,316,,,,,
오세아니아주,오스트레일리아,총계,"7,610",91,"1,479",,64,7,,28,,33,4,6,12,49,23,5,30,274,13,13,14,33,148,,,,37,58,170,"4,255",168,387,1,6,,3,,199,,,,,
오세아니아주,오스트레일리아,남성,"3,625",43,721,,30,7,,16,,18,4,4,11,37,23,2,22,118,13,13,13,23,100,,,,22,43,54,"1,766",124,287,1,3,,1,,106,,,,,
오세아니아주,오스트레일리아,여성,"3,985",48,758,,34,,,12,,15,,2,1,12,,3,8,156,,,1,10,48,,,,15,15,116,"2,489",44,100,,3,,2,,93,,,,,
오세아니아주,뉴질랜드,총계,"3,547",466,5,,21,5,,9,,6,1,3,4,16,5,2,31,161,2,2,8,1,40,,,,12,27,45,"2,304",111,190,,3,,,,67,,,,,
오세아니아주,뉴질랜드,남성,"1,973",223,2,,12,5,,7,,4,1,2,3,14,5,,21,81,2,2,8,1,19,,,,5,17,23,"1,219",93,164,,1,,,,39,,,,,
오세아니아주,뉴질랜드,여성,"1,574",243,3,,9,,,2,,2,,1,1,2,,2,10,80,,,,,21,,,,7,10,22,"1,085",18,26,,2,,,,28,,,,,
오세아니아주,피지,총계,84,,6,,5,,,8,,8,,,,,,,1,,,,,2,1,,,,3,1,,25,,5,,,,,,19,,,,,
오세아니아주,피지,남성,49,,4,,4,,,4,,4,,,,,,,,,,,,2,1,,,,1,,,15,,2,,,,,,12,,,,,
오세아니아주,피지,여성,35,,2,,1,,,4,,4,,,,,,,1,,,,,,,,,,2,1,,10,,3,,,,,,7,,,,,
오세아니아주,키리바시,총계,23,,15,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
오세아니아주,키리바시,남성,23,,15,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
오세아니아주,미이크로네시아,총계,15,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
오세아니아주,미이크로네시아,남성,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
오세아니아주,미이크로네시아,여성,11,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
오세아니아주,파푸아뉴기니,총계,13,,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,
오세아니아주,파푸아뉴기니,남성,8,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
오세아니아주,파푸아뉴기니,여성,5,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,
오세아니아주,마샬군도,총계,13,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
오세아니아주,마샬군도,남성,9,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
오세아니아주,마샬군도,여성,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
오세아니아주,바누아투,총계,10,,,,,,,1,,,,,,,,,,,,,,,,,,,1,4,,3,,,,,,,,1,,,,,
오세아니아주,바누아투,남성,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,1,,,,,
오세아니아주,바누아투,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
오세아니아주,팔라우,총계,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,6,,,,,
오세아니아주,팔라우,남성,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,
오세아니아주,팔라우,여성,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,
오세아니아주,솔로몬군도,총계,7,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,1,,,,,
오세아니아주,솔로몬군도,남성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
오세아니아주,솔로몬군도,여성,5,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,
오세아니아주,통가,총계,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,
오세아니아주,통가,남성,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
오세아니아주,통가,여성,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
오세아니아주,사모아,총계,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,사모아,남성,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,사모아,여성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,나우루,총계,5,,3,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
오세아니아주,나우루,남성,4,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
오세아니아주,나우루,여성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,투발루,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,투발루,남성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카주,총계,총계,"19,123",173,428,,"1,155",6,,"2,256",,403,,45,5,284,213,415,91,"1,618",151,3,5,48,233,,72,,224,540,"1,285",19,127,938,"6,162",,,,1,"2,223",,,,,
아프리카주,이집트,총계,"2,841",3,248,,67,3,,101,,30,,1,,45,37,4,14,1,27,,,2,23,,1,,19,56,193,,11,103,"1,733",,,,,119,,,,,
아프리카주,이집트,남성,"2,455",2,238,,65,3,,50,,8,,1,,42,37,2,10,,25,,,1,19,,1,,10,35,84,,9,85,"1,626",,,,,102,,,,,
아프리카주,이집트,여성,386,1,10,,2,,,51,,22,,,,3,,2,4,1,2,,,1,4,,,,9,21,109,,2,18,107,,,,,17,,,,,
아프리카주,나이지리아,총계,"2,725",,6,,293,,,261,,30,,8,1,97,120,55,5,,13,,,4,11,,28,,17,18,364,,26,144,786,,,,,438,,,,,
아프리카주,나이지리아,남성,"2,235",,6,,276,,,207,,20,,7,1,85,112,39,5,,12,,,4,9,,26,,9,12,149,,26,143,725,,,,,362,,,,,
아프리카주,나이지리아,여성,490,,,,17,,,54,,10,,1,,12,8,16,,,1,,,,2,,2,,8,6,215,,,1,61,,,,,76,,,,,
아프리카주,남아프리카공화국,총계,"2,441",,73,,13,,,15,,5,,3,1,7,3,15,40,"1,616",,2,2,10,52,,1,,6,26,126,11,24,151,166,,,,,73,,,,,
아프리카주,남아프리카공화국,남성,"1,141",,57,,11,,,5,,1,,3,1,6,3,8,24,583,,2,2,7,26,,1,,3,17,55,7,22,117,140,,,,,40,,,,,
아프리카주,남아프리카공화국,여성,"1,300",,16,,2,,,10,,4,,,,1,,7,16,"1,033",,,,3,26,,,,3,9,71,4,2,34,26,,,,,33,,,,,
아프리카주,가나,총계,"1,402",,3,,266,1,,219,,29,,4,,15,14,84,7,,22,,,3,18,,34,,47,9,60,,3,22,376,,,,,166,,,,,
아프리카주,가나,남성,"1,193",,2,,256,1,,186,,20,,4,,13,13,72,7,,19,,,3,15,,33,,36,4,24,,1,21,340,,,,,123,,,,,
아프리카주,가나,여성,209,,1,,10,,,33,,9,,,,2,1,12,,,3,,,,3,,1,,11,5,36,,2,1,36,,,,,43,,,,,
아프리카주,모로코,총계,"1,400",102,,,,,,120,,77,,,,3,3,7,3,1,4,,,6,19,,1,,19,16,19,,17,309,611,,,,,63,,,,,
아프리카주,모로코,남성,765,75,,,,,,27,,14,,,,1,3,3,1,,2,,,2,9,,1,,5,4,4,,13,89,479,,,,,33,,,,,
아프리카주,모로코,여성,635,27,,,,,,93,,63,,,,2,,4,2,1,2,,,4,10,,,,14,12,15,,4,220,132,,,,,30,,,,,
아프리카주,에티오피아,총계,"1,028",,3,,20,,,272,,24,,3,2,2,,12,6,,36,,,,17,,,,28,154,70,,13,22,172,,,,,172,,,,,
아프리카주,에티오피아,남성,675,,3,,16,,,222,,16,,3,2,2,,7,6,,33,,,,15,,,,9,93,19,,11,6,112,,,,,100,,,,,
아프리카주,에티오피아,여성,353,,,,4,,,50,,8,,,,,,5,,,3,,,,2,,,,19,61,51,,2,16,60,,,,,72,,,,,
아프리카주,카메룬,총계,895,,8,,20,,,221,,18,,,,1,,86,2,,7,,,,7,,,,11,30,89,,2,14,189,,,,,190,,,,,
아프리카주,카메룬,남성,595,,7,,14,,,154,,13,,,,1,,66,1,,6,,,,7,,,,4,18,26,,2,10,134,,,,,132,,,,,
아프리카주,카메룬,여성,300,,1,,6,,,67,,5,,,,,,20,1,,1,,,,,,,,7,12,63,,,4,55,,,,,58,,,,,
아프리카주,리비아,총계,717,,,,242,,,11,,2,,1,,94,13,3,,,1,,,2,,,,,2,13,170,,2,3,65,,,,,93,,,,,
아프리카주,리비아,남성,555,,,,234,,,6,,2,,1,,93,12,3,,,,,,1,,,,,,8,76,,2,3,64,,,,,50,,,,,
아프리카주,리비아,여성,162,,,,8,,,5,,,,,,1,1,,,,1,,,1,,,,,2,5,94,,,,1,,,,,43,,,,,
아프리카주,라이베리아,총계,538,27,3,,6,,,21,,1,,1,,,,8,,,,,,,1,,,,,6,5,,1,4,337,,,,,117,,,,,
아프리카주,라이베리아,남성,399,22,3,,4,,,15,,1,,1,,,,7,,,,,,,1,,,,,4,3,,1,3,252,,,,,82,,,,,
아프리카주,라이베리아,여성,139,5,,,2,,,6,,,,,,,,1,,,,,,,,,,,,2,2,,,1,85,,,,,35,,,,,
아프리카주,우간다,총계,519,,1,,28,1,,125,,31,,,,1,,29,2,,7,,,1,5,,,,4,21,14,1,,18,160,,,,,70,,,,,
아프리카주,우간다,남성,338,,1,,11,1,,78,,21,,,,1,,18,1,,5,,,1,4,,,,2,12,5,1,,17,120,,,,,39,,,,,
아프리카주,우간다,여성,181,,,,17,,,47,,10,,,,,,11,1,,2,,,,1,,,,2,9,9,,,1,40,,,,,31,,,,,
아프리카주,알제리,총계,474,,12,,29,,,33,,10,,,,1,,3,,,7,,,,6,,1,,1,6,4,,7,32,291,,,,,31,,,,,
아프리카주,알제리,남성,375,,12,,22,,,12,,2,,,,1,,,,,6,,,,6,,1,,,3,,,4,6,278,,,,,22,,,,,
아프리카주,알제리,여성,99,,,,7,,,21,,8,,,,,,3,,,1,,,,,,,,1,3,4,,3,26,13,,,,,9,,,,,
아프리카주,케냐,총계,405,,1,,8,,,127,,24,,2,,2,1,24,1,,2,,,3,10,,,,8,12,37,3,1,10,52,,,,,77,,,,,
아프리카주,케냐,남성,244,,1,,6,,,83,,12,,2,,2,,18,1,,2,,,1,7,,,,2,7,25,3,1,6,33,,,,,32,,,,,
아프리카주,케냐,여성,161,,,,2,,,44,,12,,,,,1,6,,,,,,2,3,,,,6,5,12,,,4,19,,,,,45,,,,,
아프리카주,세네갈,총계,341,,1,,11,,,17,,6,,,,,,3,1,,,,,2,4,,,,3,1,2,,,7,227,,,,,56,,,,,
아프리카주,세네갈,남성,295,,1,,10,,,8,,4,,,,,,1,1,,,,,1,3,,,,2,1,2,,,7,213,,,,,41,,,,,
아프리카주,세네갈,여성,46,,,,1,,,9,,2,,,,,,2,,,,,,1,1,,,,1,,,,,,14,,,,,15,,,,,
아프리카주,튀니지,총계,330,39,1,,11,1,,34,,11,,,,1,3,2,2,,7,1,,1,3,,,,1,5,10,,4,33,134,,,,,26,,,,,
아프리카주,튀니지,남성,218,32,,,7,1,,14,,3,,,,,3,1,1,,3,1,,,2,,,,,1,3,,3,13,113,,,,,17,,,,,
아프리카주,튀니지,여성,112,7,1,,4,,,20,,8,,,,1,,1,1,,4,,,1,1,,,,1,4,7,,1,20,21,,,,,9,,,,,
아프리카주,수단,총계,303,,1,,33,,,40,,5,,,,10,2,1,1,,2,,,,13,,,,3,31,26,,2,2,74,,,,,57,,,,,
아프리카주,수단,남성,225,,1,,32,,,21,,4,,,,10,1,,1,,2,,,,12,,,,2,22,9,,2,2,71,,,,,33,,,,,
아프리카주,수단,여성,78,,,,1,,,19,,1,,,,,1,1,,,,,,,1,,,,1,9,17,,,,3,,,,,24,,,,,
아프리카주,기니,총계,276,,3,,5,,,14,,4,,1,,,,7,,,,,,,,,,,5,4,4,,,3,171,,,,,55,,,,,
아프리카주,기니,남성,223,,3,,5,,,11,,3,,1,,,,4,,,,,,,,,,,2,3,3,,,3,149,,,,,36,,,,,
아프리카주,기니,여성,53,,,,,,,3,,1,,,,,,3,,,,,,,,,,,3,1,1,,,,22,,,,,19,,,,,
아프리카주,탄자니아,총계,256,,1,,12,,,116,,15,,3,,,,9,,,2,,,,6,,,,6,5,4,,1,10,57,,,,,9,,,,,
아프리카주,탄자니아,남성,185,,1,,9,,,81,,10,,2,,,,6,,,2,,,,3,,,,3,4,3,,,9,46,,,,,6,,,,,
아프리카주,탄자니아,여성,71,,,,3,,,35,,5,,1,,,,3,,,,,,,3,,,,3,1,1,,1,1,11,,,,,3,,,,,
아프리카주,르완다,총계,253,,,,3,,,145,,9,,,,,,13,1,,4,,,3,3,,,,7,7,12,,1,,27,,,,,18,,,,,
아프리카주,르완다,남성,162,,,,2,,,92,,7,,,,,,9,1,,4,,,3,3,,,,3,4,4,,,,18,,,,,12,,,,,
아프리카주,르완다,여성,91,,,,1,,,53,,2,,,,,,4,,,,,,,,,,,4,3,8,,1,,9,,,,,6,,,,,
아프리카주,콩고민주공화국,총계,244,,,,4,,,51,,11,,2,,,,9,1,,4,,,,7,,1,,8,38,16,,2,3,52,,,,1,34,,,,,
아프리카주,콩고민주공화국,남성,162,,,,2,,,40,,9,,2,,,,7,1,,3,,,,5,,1,,3,22,5,,2,3,35,,,,1,21,,,,,
아프리카주,콩고민주공화국,여성,82,,,,2,,,11,,2,,,,,,2,,,1,,,,2,,,,5,16,11,,,,17,,,,,13,,,,,
아프리카주,말리,총계,219,,3,,7,,,32,,8,,,,3,,2,,,,,,1,,,,,,7,4,,,8,109,,,,,35,,,,,
아프리카주,말리,남성,202,,3,,6,,,28,,8,,,,3,,2,,,,,,1,,,,,,5,1,,,8,104,,,,,33,,,,,
아프리카주,말리,여성,17,,,,1,,,4,,,,,,,,,,,,,,,,,,,,2,3,,,,5,,,,,2,,,,,
아프리카주,코트디부아르,총계,208,,3,,22,,,24,,4,,,,,,3,,,,,,3,2,,1,,4,9,,,,5,60,,,,,68,,,,,
아프리카주,코트디부아르,남성,142,,3,,20,,,18,,4,,,,,,3,,,,,,,2,,,,2,3,,,,4,43,,,,,40,,,,,
아프리카주,코트디부아르,여성,66,,,,2,,,6,,,,,,,,,,,,,,3,,,1,,2,6,,,,1,17,,,,,28,,,,,
아프리카주,앙골라,총계,148,,3,,3,,,10,,7,,,,1,,6,,,,,,,2,,,,3,2,3,,,4,54,,,,,50,,,,,
아프리카주,앙골라,남성,107,,3,,3,,,6,,5,,,,1,,4,,,,,,,2,,,,3,2,2,,,3,47,,,,,26,,,,,
아프리카주,앙골라,여성,41,,,,,,,4,,2,,,,,,2,,,,,,,,,,,,,1,,,1,7,,,,,24,,,,,
아프리카주,감비아,총계,141,,2,,2,,,12,,1,,,,,1,2,,,,,,1,,,,,,1,1,,,1,93,,,,,24,,,,,
아프리카주,감비아,남성,133,,2,,2,,,11,,1,,,,,1,1,,,,,,1,,,,,,1,,,,1,91,,,,,21,,,,,
아프리카주,감비아,여성,8,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,3,,,,,
아프리카주,부룬디,총계,129,,,,,,,44,,4,,,,,,9,1,,1,,,,3,,,,1,30,8,,,1,26,,,,,1,,,,,
아프리카주,부룬디,남성,81,,,,,,,30,,3,,,,,,8,1,,1,,,,2,,,,,13,4,,,,19,,,,,,,,,,
아프리카주,부룬디,여성,48,,,,,,,14,,1,,,,,,1,,,,,,,1,,,,1,17,4,,,1,7,,,,,1,,,,,
아프리카주,짐바브웨,총계,111,,10,,11,,,19,,2,,1,,,1,8,1,,4,,,2,5,,1,,1,1,15,1,1,1,10,,,,,16,,,,,
아프리카주,짐바브웨,남성,62,,10,,9,,,11,,,,,,,1,4,1,,3,,,2,4,,1,,,,4,1,1,,3,,,,,7,,,,,
아프리카주,짐바브웨,여성,49,,,,2,,,8,,2,,1,,,,4,,,1,,,,1,,,,1,1,11,,,1,7,,,,,9,,,,,
